label,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47
neutral,0.5126363635063171,0.27512821555137634,-0.18423579633235931,0.9998194575309753,0.3763342499732971,0.2715003788471222,-0.1975020170211792,0.9999018907546997,0.539537787437439,0.4053903818130493,-0.10985864698886871,0.976073682308197,0.34439772367477417,0.4057547152042389,-0.13957372307777405,0.983051061630249,0.5517597794532776,0.5346174836158752,-0.23638856410980225,0.9613667726516724,0.3316267132759094,0.5230957865715027,-0.24167315661907196,0.9583508372306824,0.48542308807373047,0.5420131683349609,0.005519562866538763,0.9972087740898132,0.40411052107810974,0.5442026853561401,-0.005462620873004198,0.9980095624923706,0.4921862483024597,0.7255697846412659,0.056682296097278595,0.9301614165306091,0.39677345752716064,0.7191289067268372,0.03280225396156311,0.9562711715698242,0.509096086025238,0.8770714998245239,0.25307613611221313,0.8734572529792786,0.3824353516101837,0.8893226981163025,0.22433698177337646,0.897197961807251
neutral,0.511698305606842,0.275905579328537,-0.19773373007774353,0.9998341202735901,0.37507086992263794,0.271482914686203,-0.21231932938098907,0.9999101161956787,0.5390962362289429,0.40670257806777954,-0.11393743753433228,0.9778450727462769,0.3433697819709778,0.40577977895736694,-0.14233887195587158,0.9839774966239929,0.5510634183883667,0.5344113111495972,-0.23554202914237976,0.9641908407211304,0.330214262008667,0.5234596729278564,-0.24117393791675568,0.9610552191734314,0.48510342836380005,0.5412686467170715,0.005463164299726486,0.9974350333213806,0.40359777212142944,0.5435020923614502,-0.005407349206507206,0.9981833696365356,0.4919927716255188,0.7236514687538147,0.059247784316539764,0.9338252544403076,0.39637234807014465,0.7173665165901184,0.034117650240659714,0.9587119221687317,0.5087164640426636,0.8777562975883484,0.25385504961013794,0.8794876337051392,0.38264748454093933,0.888400673866272,0.2371099293231964,0.9032230377197266
neutral,0.5112980008125305,0.2760399878025055,-0.1976136714220047,0.9998477697372437,0.37416550517082214,0.2714637219905853,-0.2113683968782425,0.99991774559021,0.5383679270744324,0.4066757559776306,-0.11432458460330963,0.9794397354125977,0.3428645431995392,0.40584391355514526,-0.14326348900794983,0.9849002361297607,0.5502060651779175,0.5324360132217407,-0.23371848464012146,0.9669156074523926,0.32926180958747864,0.5237142443656921,-0.24096167087554932,0.96363765001297,0.4850209653377533,0.5403004884719849,0.005649852566421032,0.9976488351821899,0.40324681997299194,0.5427433252334595,-0.005598382093012333,0.9983459115028381,0.4915694296360016,0.7218620777130127,0.061608679592609406,0.9378169775009155,0.3961479067802429,0.7165480852127075,0.03506310284137726,0.9613743424415588,0.5085442066192627,0.8776082992553711,0.2596459984779358,0.8864120244979858,0.3827071785926819,0.8876199126243591,0.23697225749492645,0.9096977114677429
neutral,0.5110656023025513,0.2760911285877228,-0.1965351700782776,0.9998595714569092,0.37369105219841003,0.2714496850967407,-0.2089644968509674,0.9999241828918457,0.5373247861862183,0.40663942694664,-0.11430084705352783,0.9808580875396729,0.34279051423072815,0.40588417649269104,-0.13981370627880096,0.9855697154998779,0.5488476753234863,0.531953752040863,-0.2329368144273758,0.9692577123641968,0.3286488652229309,0.5236373543739319,-0.23457519710063934,0.9657256007194519,0.4848153591156006,0.5403733849525452,0.005617830436676741,0.9978417158126831,0.4030630588531494,0.542598307132721,-0.005565129220485687,0.9984906315803528,0.4913691580295563,0.7210778594017029,0.06583966314792633,0.9408741593360901,0.39600563049316406,0.7163816690444946,0.03954191878437996,0.963360607624054,0.5087060332298279,0.8769971132278442,0.26749783754348755,0.8914892077445984,0.3827727437019348,0.8874451518058777,0.24886195361614227,0.9146209955215454
neutral,0.509372353553772,0.276040643453598,-0.1967485547065735,0.9998705387115479,0.37346965074539185,0.2714545428752899,-0.20772680640220642,0.9999295473098755,0.5349785089492798,0.4066166281700134,-0.11505422741174698,0.9822891354560852,0.34241706132888794,0.40569087862968445,-0.1369829624891281,0.9860843420028687,0.5457298159599304,0.5322409272193909,-0.23310022056102753,0.9715546369552612,0.3282493054866791,0.522533655166626,-0.2323322296142578,0.9673644304275513,0.4841797947883606,0.5400150418281555,0.005375410430133343,0.9980142116546631,0.40296515822410583,0.5422641038894653,-0.0053282324224710464,0.9986176490783691,0.49059557914733887,0.7208689451217651,0.0664166659116745,0.9440160393714905,0.39592865109443665,0.716019868850708,0.039361435920000076,0.9653759002685547,0.5085280537605286,0.8778942227363586,0.266392320394516,0.8971164226531982,0.3827684819698334,0.8872191309928894,0.24809019267559052,0.9197075366973877
neutral,0.5086082220077515,0.2760302722454071,-0.20055320858955383,0.9998802542686462,0.37316495180130005,0.2714249789714813,-0.20796890556812286,0.9999343156814575,0.5337408185005188,0.4065956771373749,-0.12228727340698242,0.9835611581802368,0.3420765697956085,0.4052882492542267,-0.13704289495944977,0.9865902662277222,0.5437206029891968,0.5323200225830078,-0.24104759097099304,0.9736052751541138,0.3280937075614929,0.5215179920196533,-0.23242250084877014,0.9688740968704224,0.4839145541191101,0.5387828946113586,0.005351487081497908,0.9981660842895508,0.40289583802223206,0.5408446788787842,-0.005303598009049892,0.9987295269966125,0.49024009704589844,0.7208290696144104,0.06076345592737198,0.9468706250190735,0.39579734206199646,0.7154594659805298,0.03192652016878128,0.9672154188156128,0.5083717703819275,0.8797227144241333,0.2513872981071472,0.9022415280342102,0.3827655017375946,0.8870881199836731,0.22981373965740204,0.9241669774055481
neutral,0.5076825618743896,0.2760300636291504,-0.19624042510986328,0.9998891949653625,0.37311097979545593,0.2714344263076782,-0.20198297500610352,0.9999388456344604,0.5325695872306824,0.4064570367336273,-0.12032441794872284,0.984667181968689,0.34169116616249084,0.40519511699676514,-0.13398443162441254,0.9870488047599792,0.5430207848548889,0.5323724150657654,-0.23895077407360077,0.9754492044448853,0.32784393429756165,0.5212465524673462,-0.22877967357635498,0.9702337980270386,0.48365315794944763,0.5386687517166138,0.005335617810487747,0.998307466506958,0.4026176929473877,0.5406193137168884,-0.005288776941597462,0.9988331198692322,0.4900214672088623,0.7210222482681274,0.06126660853624344,0.9493639469146729,0.3952300548553467,0.7155636548995972,0.032740093767642975,0.9687983393669128,0.5082794427871704,0.8809604644775391,0.2517556846141815,0.9063218235969543,0.3827827572822571,0.8870353698730469,0.22822913527488708,0.9279201030731201
neutral,0.5067842602729797,0.2760103642940521,-0.19549104571342468,0.9998977184295654,0.372575581073761,0.271416038274765,-0.20164446532726288,0.9999430775642395,0.5319939255714417,0.4057653248310089,-0.1200307235121727,0.9856533408164978,0.34143826365470886,0.4052085280418396,-0.13415881991386414,0.987463116645813,0.5424520969390869,0.531783938407898,-0.23749172687530518,0.97712641954422,0.3276323080062866,0.5214288830757141,-0.2300131767988205,0.9715679287910461,0.48309460282325745,0.5385516285896301,0.005312489345669746,0.9984408617019653,0.4018987715244293,0.5403901934623718,-0.00526565033942461,0.998927891254425,0.4892539083957672,0.7210215926170349,0.06244921684265137,0.9515213370323181,0.39480119943618774,0.7155918478965759,0.03528455272316933,0.9700762629508972,0.5081892013549805,0.8823263645172119,0.25336748361587524,0.9100301861763,0.3826028108596802,0.886640727519989,0.23161335289478302,0.9310651421546936
neutral,0.5058579444885254,0.27597540616989136,-0.1879415214061737,0.9999058842658997,0.3718145191669464,0.2713320851325989,-0.18986664712429047,0.9999468922615051,0.5314939022064209,0.4056166708469391,-0.11728884279727936,0.9866140484809875,0.3409494161605835,0.40501517057418823,-0.12777915596961975,0.9878048300743103,0.5417895317077637,0.5316820740699768,-0.23545154929161072,0.9787004590034485,0.3275316059589386,0.5215446352958679,-0.2259337157011032,0.9727067351341248,0.4827340245246887,0.538638710975647,0.004546875599771738,0.9985675811767578,0.4011048376560211,0.5404776930809021,-0.004488349426537752,0.999014139175415,0.4889344274997711,0.7210928201675415,0.05445485562086105,0.9538770318031311,0.394151508808136,0.7156906723976135,0.040904343128204346,0.9712288975715637,0.5081316828727722,0.8868793249130249,0.233098104596138,0.9139854311943054,0.38236933946609497,0.8866665363311768,0.2372618168592453,0.934019923210144
neutral,0.5044827461242676,0.27595293521881104,-0.18638280034065247,0.9999130368232727,0.37019604444503784,0.2715303301811218,-0.18877901136875153,0.9999499320983887,0.5308934450149536,0.4052335321903229,-0.11722930520772934,0.9874110221862793,0.34063318371772766,0.40552929043769836,-0.1282670795917511,0.9880441427230835,0.541525661945343,0.5301039218902588,-0.23956353962421417,0.9800847768783569,0.32745712995529175,0.522234320640564,-0.22634807229042053,0.9737960696220398,0.48243895173072815,0.539691686630249,0.003703642636537552,0.9986832141876221,0.39985013008117676,0.5411624908447266,-0.00363372010178864,0.9990919828414917,0.48873239755630493,0.7219133377075195,0.055301569402217865,0.9561272263526917,0.39343053102493286,0.7164461612701416,0.059141792356967926,0.9721263647079468,0.5080471038818359,0.8886516094207764,0.23657937347888947,0.9172860980033875,0.3823593258857727,0.8871868252754211,0.26939162611961365,0.9361459612846375
